caseNum,date,confidence,species,age,pathogen,numFish,fish,numPositive,prevalence,comments,location,latitude,longitude
C01-051,6/19/01,High,RT,fing,,1,FALSE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C01-052A,6/22/01,High,CP-KOI,NR,KHV,6,TRUE,1,0.166666667,1 PCR+.  Various,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-052B,6/22/01,High,CP-KOI,NR,KHV,6,TRUE,1,0.166666667,various,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-054A,6/26/01,High,SH,NR,IHN,5,TRUE,1,0.2,E series,"Feather River, California",40.25603485,-121.1524277
C01-054B,6/26/01,High,SH,NR,IHN,5,TRUE,1,0.2,y series,"Feather River, California",40.25603485,-121.1524277
C01-054C,6/26/01,High,SH,NR,,5,TRUE,0,0,Therm. A-2,"Feather River, California",40.25603485,-121.1524277
C01-055A,6/28/01,High,CP-KOI,NR,,1,TRUE,0,0,H2O PCR -     Lori Harder,"Noyo River, California",39.43839264,-123.7695999
C01-055B,6/28/04,High,CP-KOI,NR,,1,TRUE,0,0,Lori Harder,"Noyo River, California",39.43839264,-123.7695999
C01-056A,7/9/01,High,CP-KOI,NR,,2,TRUE,0,0,pond 1,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056B,7/9/04,High,CP-KOI,NR,,2,TRUE,0,0,pond 1,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056C,7/10/01,High,CP-KOI,NR,,5,TRUE,0,0,pond 1,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056D,7/10/04,High,CP-KOI,NR,,5,TRUE,0,0,pond 1,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056E,7/9/01,High,CP-KOI,NR,,5,TRUE,0,0,pond 2,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056F,7/9/04,High,CP-KOI,NR,,5,TRUE,0,0,pond 2,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056G,7/10/01,High,CP-KOI,NR,,5,TRUE,0,0,pond 2,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056H,7/10/04,High,CP-KOI,NR,,5,TRUE,0,0,pond 2,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056I,7/10/01,High,CP-KOI,NR,,5,TRUE,0,0,pond 3,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056J,7/10/04,High,CP-KOI,NR,,5,TRUE,0,0,pond 3,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056K,7/10/01,High,CP-KOI,NR,,5,TRUE,0,0,pond 4,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056L,7/10/01,High,CP-KOI,NR,,5,TRUE,0,0,pond 5,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056M,7/10/04,High,CP-KOI,NR,,5,TRUE,0,0,pond 5,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056N,7/10/04,High,CP-KOI,NR,,5,TRUE,0,0,pond 5,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056O,7/10/04,High,GF,NR,,1,FALSE,0,0,$15fancyA,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056P,7/10/04,High,GF,NR,,1,FALSE,0,0,$15fancyA,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056Q,7/10/04,High,GF,NR,CPE,1,FALSE,,0,$15fancyB,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-056R,7/10/04,High,GF,NR,CPE,1,FALSE,,0,$15fancyB,"Golden State Fisheries, California",37.25510025,-119.6175232
C01-057,7/10/01,High,CP-KOI,NR,,9,TRUE,0,0,Galt,"Koi World, California",37.25510025,-119.6175232
C01-058A,7/12/01,High,CP-KOI,NR,,5,TRUE,0,0,Japan,"Pan Ocean Fisheries, California",37.25510025,-119.6175232
C01-058B,7/12/01,High,CP-KOI,NR,,5,TRUE,0,0,Japan,"Pan Ocean Fisheries, California",37.25510025,-119.6175232
C01-058C,7/12/01,High,CP-KOI,NR,,7,TRUE,0,0,Sacto,"Pan Ocean Fisheries, California",37.25510025,-119.6175232
C01-058D,7/12/01,High,CP-KOI,NR,KHV,7,TRUE,1,0.142857143,Sacto,"Pan Ocean Fisheries, California",37.25510025,-119.6175232
C01-059A,7/13/01,High,CP-KOI,NR,,1,TRUE,0,0,Leann     orange,"Noyo River, California",39.43839264,-123.7695999
C01-059B,7/13/01,High,CP-KOI,NR,,1,TRUE,0,0,Leann     orange,"Noyo River, California",39.43839264,-123.7695999
C01-059C,7/13/01,High,CP-KOI,NR,,1,TRUE,0,0,Leann  black,"Noyo River, California",39.43839264,-123.7695999
C01-059D,7/13/01,High,CP-KOI,NR,,1,TRUE,0,0,Leann  black,"Noyo River, California",39.43839264,-123.7695999
C01-060A,7/18/01,High,CP-KOI,NR,,5,TRUE,0,0,5/5 fish PCR +     Diane,"Noyo River, California",39.43839264,-123.7695999
C01-060B,7/18/01,High,CP-KOI,NR,KHV,5,TRUE,1,0.2,Diane,"Noyo River, California",39.43839264,-123.7695999
C01-061A,7/18/01,High,CP-KOI,NR,Reo,6,TRUE,1,0.166666667,,"Koi World, California",37.25510025,-119.6175232
C01-061B,7/18/01,High,CP-KOI,NR,Reo,6,TRUE,1,0.166666667,,"Koi World, California",37.25510025,-119.6175232
C01-063A,7/19/01,High,CP-KOI,NR,,3,TRUE,0,0,Laurie Harder  born in pond,"Noyo River, California",39.43839264,-123.7695999
C01-063B,7/19/01,High,CP-KOI,NR,,3,TRUE,0,0,Laurie Harder  born in pond,"Noyo River, California",39.43839264,-123.7695999
C01-063C,7/19/01,High,CP-KOI,NR,,4,TRUE,0,0,Laurie Harder  born in pond,"Noyo River, California",39.43839264,-123.7695999
C01-063D,7/19/01,High,CP-KOI,NR,,4,TRUE,0,0,Laurie Harder  born in pond,"Noyo River, California",39.43839264,-123.7695999
C01-063F,7/19/01,High,GF,NR,,1,TRUE,0,0,Laurie Harder,"Noyo River, California",39.43839264,-123.7695999
C01-063G,7/19/01,High,CP-KOI,NR,,4,TRUE,0,0,Laurie Harder     purchased,"Noyo River, California",39.43839264,-123.7695999
C01-063H,7/19/01,High,CP-KOI,NR,,4,TRUE,0,0,Laurie Harder     purchased,"Noyo River, California",39.43839264,-123.7695999
C01-064A,7/20/01,High,CP-KOI,adult,,3,TRUE,0,0,Henry,"Noyo River, California",39.43839264,-123.7695999
C01-064B,7/20/04,High,CP-KOI,adult,KHV,3,TRUE,1,0.333333333,Henry,"Noyo River, California",39.43839264,-123.7695999
C01-065A,7/19/01,High,CP-KOI,fry,,2,TRUE,0,0,B-2,"Koi World, California",37.25510025,-119.6175232
C01-065B,7/19/04,High,CP-KOI,fry,,2,TRUE,0,0,B-2,"Koi World, California",37.25510025,-119.6175232
C01-065C,7/19/04,High,CP-KOI,fry,,3,TRUE,0,0,B-3,"Koi World, California",37.25510025,-119.6175232
C01-065D,7/19/04,High,CP-KOI,fry,,3,TRUE,0,0,B-3,"Koi World, California",37.25510025,-119.6175232
C01-066,7/20/01,High,CP-KOI,NR,,1,TRUE,0,0,Bruce Smith.  GSS,"Auburn, California",38.89619827,-121.0788727
C01-067,7/24/01,High,CP-KOI,NR,,8,TRUE,0,0,PCR -     Judy&Dennis Crittendon,"Noyo River, California",39.43839264,-123.7695999
C01-068,7/25/01,High,SH,smolt,IHN,7,TRUE,2,0.285714286,A-series,"Feather River, California",40.25603485,-121.1524277
C01-069,7/27/01,High,CP-KOI,NR,,1,TRUE,0,0,Vilario,"Noyo River, California",39.43839264,-123.7695999
C01-070A,7/27/01,High,CP-KOI,NR,,2,TRUE,0,0,Arbuckle     pond 2E,"Noyo River, California",39.43839264,-123.7695999
C01-070B,7/27/04,High,CP-KOI,NR,,2,TRUE,0,0,Arbuckle     pond 2E,"Noyo River, California",39.43839264,-123.7695999
C01-071,7/30/01,High,SH,fing,,15,TRUE,0,0,presmolt,"Feather River, California",40.25603485,-121.1524277
C01-072A,8/1/01,High,CP-KOI,adult,KHV,1,TRUE,1,1,Loretta,"Noyo River, California",39.43839264,-123.7695999
C01-072B,8/1/04,High,CP-KOI,adult,,1,TRUE,0,0,,"Noyo River, California",39.43839264,-123.7695999
C01-073A,8/6/01,High,RT,NR,,12,TRUE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C01-073B,8/6/04,High,RT,NR,,12,TRUE,0,0,,"San Joaquin , California",36.74862289,-120.5013504
C01-074A,8/7/01,High,CP-KOI,NR,,1,FALSE,0,0,sorting ,"Koi World, California",37.25510025,-119.6175232
C01-074B,8/7/04,High,CP-KOI,adult,,1,FALSE,0,0,,"Koi World, California",37.25510025,-119.6175232
C01-074C,8/7/04,High,CP-KOI,NR,,1,FALSE,0,0,display,"Koi World, California",37.25510025,-119.6175232
C01-074D,8/7/04,High,CP-KOI,NR,KHV,1,FALSE,1,1,display,"Koi World, California",37.25510025,-119.6175232
C01-075A,8/9/01,High,CP-KOI,adult,,1,TRUE,0,0,Richard,"Noyo River, California",39.43839264,-123.7695999
C01-075B,8/9/04,High,CP-KOI,adult,,1,TRUE,0,0,Richard,"Noyo River, California",39.43839264,-123.7695999
C01-076A,8/13/01,High,CP-KOI,adult,,1,FALSE,0,0,PCR -     Allen Gibson,"Noyo River, California",39.43839264,-123.7695999
C01-076B,8/13/04,High,CP-KOI,adult,,1,FALSE,0,0,PCR -     Allen Gibson,"Noyo River, California",39.43839264,-123.7695999
C01-076C,8/13/04,High,CP-KOI,NR,KHV,1,FALSE,0,0,Paul P.,"Noyo River, California",39.43839264,-123.7695999
C01-076D,8/13/04,High,CP-KOI,NR,KHV,1,FALSE,0,0,Paul P.,"Noyo River, California",39.43839264,-123.7695999
C01-077,8/15/01,High,CP-KOI,adult,,1,TRUE,0,0,Al Olson,"Noyo River, California",39.43839264,-123.7695999
C01-078,8/15/01,High,CP-KOI,fing,KHV,2,TRUE,1,0.5,"Martha  8"" ","Noyo River, California",39.43839264,-123.7695999
C01-079,8/22/01,High,GC,NR,,20,TRUE,0,0,,"Imperial Irrigation, California",37.25510025,-119.6175232
C01-080,8/22/01,High,WST,NR,,4,TRUE,0,0,Hamilton city,"Sacramento River, California",39.47708511,-121.9972916
C01-081,8/24/01,High,CP-KOI,NR,,1,TRUE,0,0,"Dwyer ""B""","Noyo River, California",39.43839264,-123.7695999
C01-082,8/27/01,High,CP-KOI,NR,KHV,6,TRUE,1,0.166666667,Bayette,"Noyo River, California",39.43839264,-123.7695999
C01-083,10/1/01,High,CHIN,adult,,60,TRUE,0,0,SCS,"Trinity River, California",41.184532,-123.706795
C01-084A,10/1/01,High,CHIN,adult,IHN,60,TRUE,4,0.066666667,SCS,"Feather River, California",40.25603485,-121.1524277
C01-084B,10/1/01,High,SH,yearling,IHN,3,TRUE,1,0.333333333,,"Feather River, California",40.25603485,-121.1524277
C01-085A,10/2/01,High,CHIN,adult,IHN,60,TRUE,2,0.033333333,FCS,"Feather River, California",40.25603485,-121.1524277
C01-085B,10/2/01,High,CHIN,NR,,1,TRUE,0,0,test tank,"Feather River, California",40.25603485,-121.1524277
C01-085C,10/2/01,High,KOK,NR,,1,TRUE,0,0,test tank,"Feather River, California",40.25603485,-121.1524277
C01-086A,10/4/01,High,CHIN,adult,IHN,15,TRUE,1,0.066666667,FCS,"Feather River, California",40.25603485,-121.1524277
C01-086B,10/4/04,High,CHIN,adult,IHN,45,TRUE,1,0.022222222,SCS,"Feather River, California",40.25603485,-121.1524277
C01-087A,10/9/01,High,CHIN,adult,IHN,30,TRUE,4,0.133333333,FCS,"Feather River, California",40.25603485,-121.1524277
C01-087B,10/9/01,High,CHIN,adult,IHN,30,TRUE,4,0.133333333,FCS,"Feather River, California",40.25603485,-121.1524277
C01-088,10/10/01,High,RT,yearling,,1,TRUE,0,0,"diversion pool.  Female 14""","Lake Oroville, California",39.73333359,-121.56147
C01-089,10/11/01,High,KOK,adult,,70,TRUE,0,0,,"Taylor Creek, California",38.93420029,-120.0561676
C01-090,10/18/01,High,CHIN,adult,IHN,10,TRUE,5,0.5,FCS,"Feather River, California",40.25603485,-121.1524277
C01-091,10/18/01,High,LMB,fing,,60,TRUE,0,0,,"Redtop Aquafarm, California",37.25510025,-119.6175232
C01-092,10/18/01,High,CHIN,adult,,1,TRUE,0,0,unripe female,"Lake Oroville, California",39.73333359,-121.56147
C01-093,10/22/01,High,CHIN,adult,,1,TRUE,0,0,,"Lake Oroville, California",39.73333359,-121.56147
C01-094,10/23/01,High,KOK,adult,,60,TRUE,0,0,,"Little Truckee River, California",39.47129059,-120.1038742
C01-095,10/23/01,High,KOK,adult,,6,TRUE,0,0,,"Taylor Creek, California",38.93420029,-120.0561676
C01-096,10/25/01,High,CHIN,adult,IHN,10,TRUE,8,0.8,FCS,"Feather River, California",40.25603485,-121.1524277
C01-097,10/30/01,High,CHIN,adult,,150,TRUE,0,0,FCS,"Iron Gate, California",37.25510025,-119.6175232
C01-098,11/1/01,High,KOK,adult,,60,TRUE,0,0,,"Little Truckee River, California",39.47129059,-120.1038742
C01-099,11/1/01,High,CHIN,adult,,10,FALSE,0,0,FCS,"Mokelumne River, California",38.1606369,-121.2084808
C01-100,11/5/01,High,CHIN,adult,,60,TRUE,0,0,FCS,"Trinity River, California",41.184532,-123.706795
C01-101A,11/1/01,High,CHIN,adult,,45,TRUE,0,0,FCS,"Merced River, California",37.64046097,-120.4578018
C01-101B,11/5/01,High,CHIN,adult,,40,TRUE,0,0,FCS,"Merced River, California",37.64046097,-120.4578018
C01-102,11/6/01,High,KOK,adult,,60,TRUE,0,0,,"Taylor Creek, California",38.93420029,-120.0561676
C01-103A,11/7/01,High,BK,adult,CTV,60,TRUE,2,0.033333333,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C01-103B,11/7/04,High,BK,adult,CTV,4,FALSE,1,0.25,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C01-104A,11/9/01,High,BN,NR,,1,TRUE,0,0,diversion pool.  Male,"Lake Oroville, California",39.73333359,-121.56147
C01-104B,11/9/01,High,RT,NR,,1,TRUE,0,0,"middle fork diversion pool,  Female   ","Lake Oroville, California",39.73333359,-121.56147
C01-104C,11/9/01,High,RT,NR,,3,TRUE,0,0,,"Lake Oroville, California",39.73333359,-121.56147
C01-105,11/13/01,High,CHIN,adult,,6,TRUE,0,0,FCS,"Nimbus, California",38.62945175,-121.2159576
C01-106,11/14/01,High,BN,adult,CTV,60,TRUE,10,0.166666667,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C01-107A,11/14/01,High,CHIN,adult,,20,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-107B,11/15/01,High,CHIN,adult,,15,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-108A,11/19/01,High,CHIN,adult,,17,FALSE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-108B,11/20/01,High,CHIN,adult,,17,FALSE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-109,11/23/01,High,CHIN,adult,,11,TRUE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C01-110A,11/26/01,High,CHIN,adult,,60,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-110B,11/27/01,High,CHIN,adult,,60,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-111A,11/28/01,High,CHIN,adult,,60,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-111B,11/29/01,High,CHIN,adult,,60,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-112,11/30/01,High,CHIN,adult,IHN,5,FALSE,5,1,sn Ab type 3,"Merced River, California",37.64046097,-120.4578018
C01-113A,12/3/01,High,CHIN,adult,IHN,60,TRUE,6,0.1,,"Nimbus, California",38.62945175,-121.2159576
C01-113B,12/4/01,High,CHIN,adult,IHN,60,TRUE,5,0.083333333,,"Nimbus, California",38.62945175,-121.2159576
C01-114,12/6/01,High,CHIN,adult,,11,TRUE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C01-115,12/4/01,High,CP-KOI,adult,,1,TRUE,0,0,,"Woodward City, California",37.25510025,-119.6175232
C01-116,12/5/01,High,CHIN,adult,IHN,60,TRUE,10,0.166666667,,"Nimbus, California",38.62945175,-121.2159576
C01-117,12/11/02,High,CHIN,adult,IHN,10,TRUE,9,0.9,,"Nimbus, California",38.62945175,-121.2159576
C01-119,1/13/00,High,CHIN,adult,,7,TRUE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C01-120A,12/12/02,High,COHO,adult,,5,TRUE,0,0,,"Noyo River, California",39.43839264,-123.7695999
C01-120B,12/12/02,High,COHO,NR,,7,TRUE,0,0,male,"Noyo River, California",39.43839264,-123.7695999
C01-121A,12/17/02,High,CHIN,adult,IHN,10,TRUE,6,0.6,sn Ab type 1,"Nimbus, California",38.62945175,-121.2159576
C01-121B,12/17/04,High,SH,adult,IHN,1,TRUE,1,1,,"Nimbus, California",38.62945175,-121.2159576
C01-122,12/17/02,High,CHIN,adult,,6,TRUE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C01-123,12/26/02,High,CHIN,adult,IHN,11,TRUE,,0,,"Nimbus, California",38.62945175,-121.2159576
C01-124,12/26/02,High,SH,adult,IHN,7,TRUE,4,0.571428571,sn Ab type 1,"Nimbus, California",38.62945175,-121.2159576
C01-603E,7/19/01,High,GF,NR,,1,TRUE,0,0,Laurie Harder,"Noyo River, California",39.43839264,-123.7695999
C02-001,1/2/02,High,SH,adult,,8,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C02-002,1/2/02,High,SH,adult,,1,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C02-003,1/7/02,High,RT,adult,CTV,60,TRUE,,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C02-004,1/7/02,High,SH,adult,,55,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C02-005,1/9/02,High,SH,adult,,10,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C02-006,1/10/02,High,SH,adult,,10,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C02-007A,1/14/02,High,RT,adult,CTV,40,TRUE,5,0.125,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C02-007B,1/14/04,High,RT,NR,,20,TRUE,0,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C02-008,1/14/02,High,SH,adult,IHN,45,TRUE,1,0.022222222,,"Feather River, California",40.25603485,-121.1524277
C02-009,1/16/02,High,SH,adult,,5,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C02-010,1/24/02,High,SH,adult,,3,TRUE,0,0,,"Mokelumne River, California",38.1606369,-121.2084808
C02-011,1/28/02,High,SH,adult,,10,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C02-012,1/29/02,High,SH,adult,,59,TRUE,0,0,,"Trinity River, California",41.184532,-123.706795
C02-013A,2/5/02,High,CHIN,fing,IHN,10,TRUE,2,0.2,F-6,"Feather River, California",40.25603485,-121.1524277
C02-013B,2/5/04,High,SH,yearling,IHN,10,TRUE,2,0.2,H-6,"Feather River, California",40.25603485,-121.1524277
C02-014,2/6/02,High,SH,adult,,7,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C02-015,2/7/02,High,SH,adult,,15,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C02-016,2/15/02,High,CP-KOI,NR,,1,TRUE,0,0,Art Leno,"Noyo River, California",39.43839264,-123.7695999
C02-017A,2/19/02,High,CHIN,fing,,60,TRUE,0,0,Irongate D-3,"Silverado, California",33.74740982,-117.6385727
C02-017B,2/19/02,High,KOK,fing,,60,TRUE,0,0,"Stampede, D-8","Silverado, California",33.74740982,-117.6385727
C02-017C,2/19/02,High,KOK,fing,,60,TRUE,0,0,Taylor D-7,"Silverado, California",33.74740982,-117.6385727
C02-018,2/20/02,High,SH,adult,,10,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C02-019,2/27/02,High,Triploid,fing,,1,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C02-020,3/18/02,High,LMB,fing,,60,TRUE,0,0,,"Ho World Fish, California",37.25510025,-119.6175232
C02-021A,3/18/02,High,RT,fry,,60,TRUE,0,0,Wyoming RTH,"Silverado, California",33.74740982,-117.6385727
C02-021B,3/18/02,High,LT,fry,,60,TRUE,0,0,Wyoming,"Silverado, California",33.74740982,-117.6385727
C02-022,4/4/02,Medium,LMB,fing,,60,TRUE,0,0,Eric Shih,"Lazy Q Fish Ranch, California",37.25510025,-119.6175232
C02-023,4/9/02,High,CHIN,smolt,,60,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C02-024,4/11/02,High,BAS,fing,,60,TRUE,0,0,,"Unicentral Trading, California",37.25510025,-119.6175232
C02-025A,4/16/02,High,CHIN,fing,,3,TRUE,0,0,SCS    raceway G,"Feather River, California",40.25603485,-121.1524277
C02-025B,4/16/04,High,CHIN,fing,IHN,20,TRUE,3,0.15,SCS     raceway G,"Feather River, California",40.25603485,-121.1524277
C02-025C,4/16/04,High,CHIN,fing,,3,TRUE,0,0,SCS     raceway H,"Feather River, California",40.25603485,-121.1524277
C02-025D,4/16/04,High,CHIN,fing,IHN,20,TRUE,4,0.2,SCS     raceway H,"Feather River, California",40.25603485,-121.1524277
C02-026,4/25/02,High,RT,adult,,60,TRUE,0,0,,"Junction Reservoir, California",38.33605576,-119.4776077
C02-027,4/29/02,High,SH,fing,,9,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C02-029,5/14/02,High,TC,fing,,3,TRUE,0,0,"4""","McNally Ditch, California",37.25510025,-119.6175232
C02-030,5/16/02,High,CT,adult,,42,TRUE,0,0,,"Heenan Lake, California",38.65074158,-119.6596603
C02-031,5/30/02,High,CT,adult,,25,TRUE,0,0,,"Heenan Lake, California",38.65074158,-119.6596603
C02-032A,6/9/02,High,GT,adult,,80,TRUE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C02-032B,6/9/02,High,GT,adult,,80,TRUE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C02-033,6/18/02,High,CHIN,fing,,1,TRUE,0,0,,"Lake Oroville, California",39.73333359,-121.56147
C02-034,6/19/02,High,WST,fry,,60,TRUE,0,0,"3/4""","Freshwater Grove, California",39.42525101,-123.6577682
C02-035,6/26/02,Medium,SB,fing,,44,TRUE,0,0,Eric Shih,"Lazy Q Fish Ranch, California",37.25510025,-119.6175232
C02-036,7/1/02,High,CHIN,smolt,,5,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C02-037,7/2/02,High,SH,NR,,10,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C02-038,7/1/02,High,SB,NR,,60,TRUE,0,0,Mark Okihiro,"Noyo River, California",39.43839264,-123.7695999
C02-039,7/25/02,Low,BN,yearling,,20,TRUE,0,0,6-18mos,"Conway Ranch, California",33.7517968,-116.2198772
C02-041,8/1/02,High,WST,fing,NR,27,TRUE,,0,,"Namakan West, California",37.25510025,-119.6175232
C02-045,8/15/02,High,CHIN,NR,,1,TRUE,0,0,Female   ,"Lake Oroville, California",39.73333359,-121.56147
C02-047,8/16/02,High,CP-KOI,NR,PCR,6,TRUE,3,0.5,,"Golden State Fisheries, California",37.25510025,-119.6175232
C02-049,8/19/02,High,CP-KOI,NR,KHV,6,TRUE,0,0,Kate Duran,"Noyo River, California",39.43839264,-123.7695999
C02-050,8/21/02,Medium,GC,adult,,1,FALSE,0,0,~3/4lb  Eric Shih,"Lazy Q Fish Ranch, California",37.25510025,-119.6175232
C02-053A,8/27/02,High,CP-KOI,NR,,1,TRUE,0,0,Casa del Lago Mobile Home Park,"San Jose, California",37.33864975,-121.8854218
C02-053B,8/27/04,High,CP-KOI,NR,KHV,1,TRUE,0,0,frozen/autolyzed,"San Jose, California",37.33864975,-121.8854218
C02-056,9/23/02,High,CHIN,adult,,56,TRUE,0,0,SCS,"Feather River, California",40.25603485,-121.1524277
C02-057,9/26/02,High,CHIN,adult,R+,60,TRUE,1,0.016666667,SCS,"Trinity River, California",41.184532,-123.706795
